BN/Registration Number,Organization name,Charity Status,Type of qualified donee,Effective Date of Status,Sanction,Designation,Charity type,Category,Address,City,"Province, territory, outside of Canada",Country,Postal code/Zip code
119091429RR0001,UKRAINIAN CHILDREN'S CHRISTIAN FUND,Registered,Charity,27881,,1,Advancement of Religion,70,4234 GARDEN GROVE DR,BURNABY,BC,CA,V5G4G6
119274306RR0001,UKRAINIAN COMMUNITY SOCIETY OF IVAN FRANKO,Registered,Charity,29946,,1,Other purposes beneficial to the community,200,5311 FRANCIS ROAD.,RICHMOND,BC,CA,V7C1K2
108148263RR0040,"UKRAINIAN ORTHODOX CATHEDRAL OF HOLY TRINITY, VANCOUVER",Registered,Charity,24473,,1,Advancement of Religion,30,154 10TH AVE. E,VANCOUVER,BC,CA,V5T1Z4
108148263RR0090,"UKRAINIAN ORTHODOX CHURCH OF ST. MARY, SURREY",Registered,Charity,24838,,1,Advancement of Religion,30,PO BOX 163 STN MAIN,SURREY,BC,CA,V3T4W8
119275147RR0001,"UKRAINIAN PENTECOSTAL TEMPLE,",Registered,Charity,24473,,1,Advancement of Religion,30,3195 CAROLINA ST,VANCOUVER,BC,CA,V5T3T7
891109449RR0001,UKRAINIAN STUDIES FOUNDATION OF BRITISH COLUMBIA,Registered,Charity,31168,,2,Advancement of Education,15,2342 130 STREET,SURREY,BC,CA,V4A8X3
886425909RR0001,UMOJA OPERATION COMPASSION SOCIETY,Registered,Charity,38202,,1,Relief of Poverty,1,208 - 14888 104 AVE,SURREY,BC,CA,V3R1M4
119275436RR0001,UNDERWATER ARCHAEOLOGICAL SOCIETY OF BRITISH COLUMBIA,Registered,Charity,30376,,1,Other purposes beneficial to the community,200,1905 OGDEN AVENUE,VANCOUVER,BC,CA,V6J1A3
862851615RR0001,UNION GOSPEL MISSION FOUNDATION,Registered,Charity,37316,,2,Other purposes beneficial to the community,210,601 EAST HASTINGS STREET,VANCOUVER,BC,CA,V6A1J7
131902348RR0001,"UNION GOSPEL MISSION,",Registered,Charity,32670,,1,Other purposes beneficial to the community,210,601 E HASTINGS ST,VANCOUVER,BC,CA,V6A1J7
119278794RR0001,UNIT 306: SOCIETY FOR THE DEMOCRATIZATION OF THE ARTS,Registered,Charity,30956,,1,Other purposes beneficial to the community,190,116-350 2ND AVE E,VANCOUVER,BC,CA,V5T4R8
132005950RR0001,UNIT/PITT Society for Art and Critical Awareness,Registered,Charity,40102,,1,Other purposes beneficial to the community,190,2954 4TH AVE W,VANCOUVER,BC,CA,V6K1R4
125104943RR0001,UNITED CROATS OF CANADA KING TOMISLAV BRANCH,Registered,Charity,34640,,1,Relief of Poverty,1,3250 COMMERCIAL DR,VANCOUVER,BC,CA,V5N4E4
119277200RR0001,UNITED OSTOMY ASSOC INC VANCOUVER BRITISH COLUMBIA CHAPTER,Registered,Charity,34412,,1,Other purposes beneficial to the community,100,PO BOX 74570 WEST BROADWAY,VANCOUVER,BC,CA,V6K2G4
889323796RR0001,UNITED PENTECOSTAL CHURCH OF BRITISH COLUMBIA,Registered,Charity,27760,,1,Advancement of Religion,30,PO BOX 514,MAPLE RIDGE,BC,CA,V2X3P2
132787730RR0001,UNITED PENTECOSTAL CHURCH OF CANADA,Registered,Charity,32143,,1,Advancement of Religion,30,P.O. BOX 406,MAPLE RIDGE,BC,CA,V2X8K9
136848942RR0001,UNITED PLAYERS OF VANCOUVER,Registered,Charity,32021,,1,Other purposes beneficial to the community,190,1675 DISCOVERY ST,VANCOUVER,BC,CA,V6R4K5
897466900RR0001,UNITED SENIORS HOUSING SOCIETY,Registered,Charity,38639,,1,Relief of Poverty,1,2750 RUPERT ST,VANCOUVER,BC,CA,V5M3T7
894150671RR0001,UNITED WE CAN,Registered,Charity,35250,,1,Other purposes beneficial to the community,160,449 INDUSTRIAL AVE,VANCOUVER,BC,CA,V6A2P8
108160458RR0001,UNITY CENTRE OF PRACTICAL CHRISTIANITY,Registered,Charity,24473,,1,Advancement of Religion,30,5840 OAK STREET,VANCOUVER,BC,CA,V6M2V9
108160557RR0001,UNITY OF NEW WESTMINSTER CHURCH,Registered,Charity,36224,,1,Advancement of Religion,30,1630 EDINBURGH STREET,NEW WESTMINSTER,BC,CA,V3M2W8
108160714RR0001,UNIVERSAL BUDDHIST TEMPLE,Registered,Charity,31048,,1,Advancement of Religion,60,525 EAST 49TH AVE.,VANCOUVER,BC,CA,V5W2H1
886873835RR0001,UNIVERSAL GOSPEL CHOIR,Registered,Charity,35643,,1,Advancement of Education,12,106 - 683 VICTORIA PK W,NORTH VANCOUVER,BC,CA,V7M0A2
762721918RR0001,UNIVERSAL OUTREACH FOUNDATION,Registered,Charity,37545,,1,Other purposes beneficial to the community,210,APT. 601 2108 ARGYLE AVE,WEST VANCOUVER,BC,CA,V7V1A4
108161332RR0001,UNIVERSITY CHAPEL,Registered,Charity,31188,,1,Advancement of Religion,30,5375 UNIVERSITY BLVD,VANCOUVER,BC,CA,V6T1K3
889656146RR0001,UNIVERSITY HILL PRE-SCHOOL ASSOCIATION,Registered,Charity,34629,,1,Advancement of Education,10,5210 UNIVERSITY BLVD,VANCOUVER,BC,CA,V6T2H5
119279099RR0001,"UNIVERSITY HILL UNITED CHURCH,",Registered,Charity,24473,,1,Advancement of Religion,30,6015 WALTER GAGE ROAD OFFICE# 321,VANCOUVER,BC,CA,V6T1Z1
804034544RR0001,UNIVERSITY MANDARIN BIBLE STUDY FELLOWSHIP,Registered,Charity,38784,,1,Advancement of Religion,70,1211 - 5811 NO. 3 RD,RICHMOND,BC,CA,V6X4L7
887399590RR0001,UNIVERSITY WOMENS CLUB OF VANCOUVER TRUST FUND FOR EDUCATION,Registered,Charity,25671,,1,Advancement of Education,11,1489 MCRAE AVE,VANCOUVER,BC,CA,V6H1V1
884972712RR0001,UP IN THE AIR THEATRE SOCIETY,Registered,Charity,38608,,1,Advancement of Education,12,1885 VENABLES ST,VANCOUVER,BC,CA,V5L2H6
108163205RR0001,UPPER LONSDALE PRESCHOOL (COUNCIL OF PARENT PARTICIPATION PRESCHOOLS IN BRITISH COLUMBIA,Registered,Charity,32126,,1,Advancement of Education,10,3380 LONSDALE AVE,NORTH VANCOUVER,BC,CA,V7N3K2
849089594RR0001,UPTOWN CHURCH,Registered,Charity,39448,,1,Advancement of Religion,30,PO BOX 71508 RPO HILLCREST,WHITE ROCK,BC,CA,V4B5J5
866921612RR0001,URBAN ACADEMY,Registered,Charity,37806,,1,Advancement of Education,10,466 ROUSSEAU ST,NEW WESTMINSTER,BC,CA,V3L3R3
876689217RR0001,URBAN INK PRODUCTION SOCIETY,Registered,Charity,37438,,1,Advancement of Education,12,220-111 HASTINGS ST. WEST,VANCOUVER,BC,CA,V6B1H4
129836292RR0001,URBAN NATIVE YOUTH ASSOCIATION,Registered,Charity,34213,,1,Other purposes beneficial to the community,160,1618 HASTINGS ST E,VANCOUVER,BC,CA,V5L1S6
846860567RR0001,URBAN RURAL MISSION GLOBAL PARTNERS FOUNDATION,Registered,Charity,38946,,2,Other purposes beneficial to the community,210,300 - 1208 PENDER ST W,VANCOUVER,BC,CA,V6E2S8
893125963RR0001,URBANPROMISE MINISTRIES,Registered,Charity,35459,,1,Advancement of Religion,70,202 - 2642 MAIN ST,VANCOUVER,BC,CA,V5T3E6
851599860RR0001,UTSS Charities International,Registered,Charity,40105,,1,Other purposes beneficial to the community,110,303 - 15127 100 AVE,SURREY,BC,CA,V3R0N9
828797829RR0001,UVILLAGE CHURCH,Registered,Charity,39867,,1,Advancement of Religion,30,219 42ND AVE W,VANCOUVER,BC,CA,V5Y2T2
131995342RR0001,UZUME TAIKO DRUM GROUP SOCIETY,Registered,Charity,33756,,1,Other purposes beneficial to the community,190,100 - 11566 EBURNE WAY,RICHMOND,BC,CA,V6V2G7
886599992RR0001,V R C RECREATIONAL CENTRES SOCIETY,Registered,Charity,30956,,1,Other purposes beneficial to the community,200,"P.O. BOX 5206, STANLEY PARK",VANCOUVER,BC,CA,V6B4B3
830747671RR0001,Vajrayana Buddhism Association of B.C.,Registered,Charity,43562,,1,Advancement of Religion,60,103-2680 SHELL RD,RICHMOND,BC,CA,V6X4C9
857503221RR0001,Valdes Island Conservancy,Registered,Charity,43312,,1,Other purposes beneficial to the community,170,2525-1075 GEORGIA STREET WEST,VANCOUVER,BC,CA,V6E3C9
775939010RR0001,Van Den Bosch Foundation,Registered,Charity,45292,,1,Relief of Poverty,1,300 - 1208 PENDER ST W,VANCOUVER,BC,CA,V6E2S8
855140760RR0001,Vancouver Aboriginal Community Policing Centre Society,Registered,Charity,44880,,1,Other purposes beneficial to the community,160,1719 FRANKLIN ST,VANCOUVER,BC,CA,V5L1P6
130446933RR0001,Vancouver Aboriginal Health Society,Registered,Charity,33695,,1,Other purposes beneficial to the community,100,"449 EAST HASTINGS STREET,",VANCOUVER,BC,CA,V6A1P5
777181728RR0001,Vancouver Actor Project Foundation,Registered,Charity,42979,,1,Advancement of Education,12,40-2688 MOUNTAIN HWY,NORTH VANCOUVER,BC,CA,V7J2N5
787968460RR0001,Vancouver Alive Church,Registered,Charity,45292,,1,Advancement of Religion,30,20853 93 AVE,LANGLEY,BC,CA,V1M2G6
816307227RR0001,Vancouver Antioch Methodist Church,Registered,Charity,39931,,1,Advancement of Religion,30,5893 BATTISON ST,VANCOUVER,BC,CA,V5R4M7
761223700RR0001,Vancouver Aquarium Marine Mammal Rescue Society,Registered,Charity,44984,,3,Other purposes beneficial to the community,180,PO BOX 45044 RPO ROBSON,VANCOUVER,BC,CA,V6G0A9
828786822RR0001,Vancouver Arts in Our Hearts Society,Registered,Charity,39954,,1,Advancement of Education,12,ATT: SHANE OBUFRENCHUK 2800-666 BURRARD STREET,VANCOUVER,BC,CA,V6C2Z7
873011811RR0001,Vancouver Asian Canadian Theatre,Registered,Charity,42062,,1,Advancement of Education,12,1885 VENABLES ST,VANCOUVER,BC,CA,V5L2H6
821182656RR0001,Vancouver Avian Research Centre Society,Registered,Charity,40544,,1,Other purposes beneficial to the community,180,4115 BRAEMAR RD E,NORTH VANCOUVER,BC,CA,V7K3C9
774896344RR0001,Vancouver Banner Church,Registered,Charity,44278,,3,Advancement of Religion,30,56-2351 PARKWAY BLVD,COQUITLAM,BC,CA,V3E3P2
731221883RR0001,Vancouver Bethel Church,Registered,Charity,43466,,3,Advancement of Religion,30,414-10186 155TH STREET,SURREY,BC,CA,V3R0R6
119281301RR0001,Vancouver Botanical Gardens Association,Registered,Charity,24473,,1,Other purposes beneficial to the community,200,5251 OAK ST,VANCOUVER,BC,CA,V6M4H1
785834672RR0001,Vancouver Brass Collective Society,Registered,Charity,44063,,1,Other purposes beneficial to the community,190,2936 41ST AVE W,VANCOUVER,BC,CA,V6N3C7
815784616RR0001,Vancouver Bridge Community Church,Registered,Charity,39633,,1,Advancement of Religion,30,1960 CAMERON AVE,PORT COQUITLAM,BC,CA,V3C1J3
811565563RR0001,Vancouver Chamber Music Society,Registered,Charity,42482,,1,Other purposes beneficial to the community,190,3215 MACDONALD ST,VANCOUVER,BC,CA,V6L2N2
841419955RR0001,Vancouver Chin Baptist Church,Registered,Charity,39814,,1,Advancement of Religion,30,76 JAMIESON CRT,NEW WESTMINSTER,BC,CA,V3L5R6
807895883RR0001,Vancouver Chinatown Foundation for Community Revitalization,Registered,Charity,41040,,1,Relief of Poverty,1,300 - 127 PENDER ST E,VANCOUVER,BC,CA,V6A1T6
727571119RR0001,Vancouver Chinese Christian Gospel Church,Registered,Charity,43643,,1,Advancement of Religion,30,603-503 16TH W AVE,VANCOUVER,BC,CA,V5Z4N3
835335035RR0001,Vancouver Choral Arts Society,Registered,Charity,41901,,1,Advancement of Education,12,PO BOX 18033 RPO KERRISDALE,VANCOUVER,BC,CA,V6M4L3
829619865RR0001,Vancouver Christian Counselling Centre Society,Registered,Charity,40532,,1,Advancement of Religion,70,969 BURRARD STREET,VANCOUVER,BC,CA,V6Z1Y1
743020935RR0001,Vancouver Cycling Without Age Society,Registered,Charity,43973,,1,Other purposes beneficial to the community,150,200 - 673 MARKET HILL,VANCOUVER,BC,CA,V5Z4B5
864545397RR0001,Vancouver Doorae Church,Registered,Charity,43211,,1,Advancement of Religion,30,1575 ROBSON ST,VANCOUVER,BC,CA,V6G1C3
883609711RR0001,Vancouver Dream Church,Registered,Charity,36892,,1,Advancement of Religion,30,4550 KITCHENER ST,BURNABY,BC,CA,V5C3M7
827580242RR0001,Vancouver Eastside Vineyard Christian Fellowship,Registered,Charity,32874,,1,Advancement of Religion,30,2475 FRANKLIN ST,VANCOUVER,BC,CA,V5K1X3
712643543RR0001,Vancouver Extracurricular Music Society,Registered,Charity,45383,,1,Advancement of Education,12,32 - 1480 ARBUTUS ST,VANCOUVER,BC,CA,V6J3W8
769422676RR0001,Vancouver Food Runners Society,Registered,Charity,44145,,1,Relief of Poverty,1,303 - 2912 BROADWAY W,VANCOUVER,BC,CA,V6K0E9
107396905RR0088,Vancouver Foursquare Church,Registered,Charity,42146,,1,Advancement of Religion,30,B307 - 2099 LOUGHEED HWY,PORT COQUITLAM,BC,CA,V3B1A8
825116247RR0001,Vancouver Gloria Presbyterian Church,Registered,Charity,41415,,1,Advancement of Religion,30,5 - 15550 89 AVE,SURREY,BC,CA,V3R1N1
828386185RR0001,Vancouver Gospel Home Church,Registered,Charity,42772,,1,Advancement of Religion,30,201 - 2849 NORTH RD,BURNABY,BC,CA,V3J1R6
739471936RR0001,Vancouver Grace China Church,Registered,Charity,44208,,3,Advancement of Religion,30,210 - 196 3RD AVE W,VANCOUVER,BC,CA,V5Y1E9
776043275RR0001,Vancouver Haim Church,Registered,Charity,43831,,1,Advancement of Religion,30,612 - 20376 86 AVE,LANGLEY,BC,CA,V2Y3P8
847803681RR0001,Vancouver Hanmaum Presbyterian Church,Registered,Charity,41148,,1,Advancement of Religion,30,9 - 19932 70 AVE,LANGLEY,BC,CA,V2Y3C6
816276695RR0001,Vancouver Hansarang Church,Registered,Charity,40259,,1,Advancement of Religion,70,18625 FRASER HWY,SURREY,BC,CA,V3S8E7
808971865RR0001,Vancouver Healing Rooms Society,Registered,Charity,40544,,1,Advancement of Religion,70,300 - 1208 PENDER ST W,VANCOUVER,BC,CA,V6E2S8
823562335RR0001,Vancouver Holy Spirit Full Gospel Prayer Church,Registered,Charity,42628,,1,Advancement of Religion,30,103 - 910 FIFTH AVE,NEW WESTMINSTER,BC,CA,V3M1Y2
808189211RR0001,Vancouver Homework Club Society,Registered,Charity,39692,,1,Advancement of Education,11,1001 COTTON DRIVE,VANCOUVER,BC,CA,V5L3T4
748984804RR0001,Vancouver Hope Fellowship Church,Registered,Charity,44986,,1,Advancement of Religion,30,7780 168A ST,SURREY,BC,CA,V4N0J5
846498681RR0001,Vancouver Independent Music Centre Society,Registered,Charity,41521,,1,Advancement of Education,12,410-111 WEST HASTINGS STREET,VANCOUVER,BC,CA,V6B1H4
865971642RR0002,Vancouver Institute For Evangelical Worldview,Registered,Charity,43831,,1,Advancement of Education,10,"414, 10186 - 155 STREET",SURREY,BC,CA,V3R0R6
842197816RR0001,Vancouver Jeon Ha Ri Church,Registered,Charity,40109,,3,Advancement of Religion,70,12889 HARRIS RD,PITT MEADOWS,BC,CA,V3Y2S1
119020857RR0001,Vancouver Jewish Building Society,Registered,Charity,32164,,1,Relief of Poverty,1,500 - 1055 BROADWAY W,VANCOUVER,BC,CA,V6H1E2
847837366RR0001,Vancouver Jewish Day Schools Education Society,Registered,Charity,40714,,1,Advancement of Education,10,1545 WEST 62ND AVENUE,VANCOUVER,BC,CA,V6H1V9
892544065RR0001,Vancouver Jewish Film Centre Society,Registered,Charity,35147,,1,Other purposes beneficial to the community,190,6184 ASH ST,VANCOUVER,BC,CA,V5Z3G9
801915919RR0001,Vancouver Jireh Presbyterian Church Society,Registered,Charity,41059,,1,Advancement of Religion,30,"# 209, 2780 ACADIA ROAD",VANCOUVER,BC,CA,V6T1N4
810987412RR0001,Vancouver Kiwanis Music Festivals Society,Registered,Charity,39850,,1,Other purposes beneficial to the community,190,835 GRANVILLE STREET 2ND FLOOR,VANCOUVER,BC,CA,V6Z1K7
740912324RR0001,Vancouver Korean Early Church,Registered,Charity,43658,,1,Advancement of Religion,30,2378 WARRENTON AVE,COQUITLAM,BC,CA,V3K3M5
851524447RR0001,Vancouver Korean Mission Church,Registered,Charity,41327,,3,Advancement of Religion,30,20 - 15325 99 AVE,SURREY,BC,CA,V3R7T7
746041540RR0001,Vancouver Korean Reformed Presbyterian Church,Registered,Charity,45292,,1,Advancement of Religion,30,17459 103A AVE,SURREY,BC,CA,V4N5R3
810216671RR0001,Vancouver Korean Zion Church,Registered,Charity,39395,,1,Advancement of Religion,30,19 - 7255 BLAKE STREET,VANCOUVER,BC,CA,V5S3V6
848502332RR0001,Vancouver Latin American Cultural Centre Society,Registered,Charity,43466,,1,Advancement of Education,12,1885 VENABLES ST,VANCOUVER,BC,CA,V5L2H6
888586104RR0001,Vancouver Latin American Film Festival,Registered,Charity,40016,,1,Other purposes beneficial to the community,190,420-111 HASTINGS ST. WEST,VANCOUVER,BC,CA,V6B1H4
770529519RR0001,Vancouver Life Spring Presbyterian Church,Registered,Charity,43178,,1,Advancement of Religion,30,613 THOMPSON AVE,COQUITLAM,BC,CA,V3J3Z9
865843551RR0001,Vancouver Manna Church,Registered,Charity,36161,,1,Advancement of Religion,30,2211 PITT RIVER RD,PORT COQUITLAM,BC,CA,V3C1R7
737059139RR0001,Vancouver Mother School Mission Centre Society,Registered,Charity,44284,,1,Advancement of Religion,30,414-10186 155 ST,SURREY,BC,CA,V3R0R6
837012624RR0001,Vancouver Museum Society,Registered,Charity,39965,,1,Other purposes beneficial to the community,200,1100 CHESTNUT ST.,VANCOUVER,BC,CA,V6J3J9
832848238RR0001,Vancouver Opera Foundation,Registered,Charity,41584,,2,Other purposes beneficial to the community,210,1945 MCLEAN DR,VANCOUVER,BC,CA,V5N3J7
853721678RR0001,Vancouver Pacific Housing Society,Registered,Charity,40296,,1,Relief of Poverty,1,145 EAST CORDOVA ST,VANCOUVER,BC,CA,V6A1K7
727881096RR0001,Vancouver Parks and Recreation Foundation,Registered,Charity,43466,,2,Other purposes beneficial to the community,210,401-515 WEST 10TH AVENUE LEGAL SERVICES,VANCOUVER,BC,CA,V5Z4A8
766913305RR0001,Vancouver Peace Evangelical Holy Church,Registered,Charity,45187,,3,Advancement of Religion,30,205 - 2601 WHITELEY CRT,NORTH VANCOUVER,BC,CA,V7J2R7
819448630RR0001,Vancouver Pops Performing Arts Society,Registered,Charity,43244,,1,Advancement of Education,12,8881 SELKIRK ST,VANCOUVER,BC,CA,V6P4J6
828732842RR0001,Vancouver Redeemer Presbyterian Church,Registered,Charity,41351,,1,Advancement of Religion,30,17 - 8430 203A ST,LANGLEY,BC,CA,V2Y3N4
837111657RR0001,Vancouver Remnant Presbyterian Church,Registered,Charity,40115,,1,Advancement of Religion,30,9 - 15399 GUILDFORD DR,SURREY,BC,CA,V3R7C6
729729483RR0001,Vancouver Risingstar Church,Registered,Charity,43657,,3,Advancement of Religion,30,3448 GABLE DR,BURNABY,BC,CA,V5G4N7
817988637RR0001,Vancouver School of Theology Foundation,Registered,Charity,41760,,2,Advancement of Religion,90,6015 WALTER GAGE ROAD,VANCOUVER,BC,CA,V6T1Z1
818904724RR0001,Vancouver Sekwang Mission Church,Registered,Charity,43279,,1,Advancement of Religion,30,15186 93 AVE,SURREY,BC,CA,V3R7C7
750722340RR0001,Vancouver Sessions of Piano Foundation,Registered,Charity,45334,,1,Other purposes beneficial to the community,190,105 - 1620 HARO ST,VANCOUVER,BC,CA,V6G1G7
850149089RR0001,Vancouver Sungan Presbyterian Church,Registered,Charity,41118,,1,Advancement of Religion,30,948 COMO LAKE AVE,COQUITLAM,BC,CA,V3J7P9
832193627RR0001,Vancouver Urban Ministries,Registered,Charity,39814,,1,Relief of Poverty,1,4847 JOYCE STREET,VANCOUVER,BC,CA,V5R4G4
806119350RR0001,Vancouver Urban Project Society to Support Opportunities forYouth,Registered,Charity,39692,,1,Relief of Poverty,1,"2450,6TH AVENUE WEST",VANCOUVER,BC,CA,V6K1W3
833325830RR0001,Vancouver Urbanarium Society,Registered,Charity,42235,,1,Other purposes beneficial to the community,160,598 GEORGIA ST W,VANCOUVER,BC,CA,V6B2A3
814891339RR0001,Vancouver Vietnamese Mennonite Brethren Church,Registered,Charity,41453,,1,Advancement of Religion,30,110-76 NANAIMO STREET NORTH,VANCOUVER,BC,CA,V5L3G2
838351492RR0001,Vancouver Vine Church,Registered,Charity,39834,,1,Advancement of Religion,30,10105 170A ST,SURREY,BC,CA,V4N4N6
805254166RR0001,Vancouver Virology Centre Society,Registered,Charity,43230,,1,Other purposes beneficial to the community,110,302 - 1160 BURRARD ST,VANCOUVER,BC,CA,V6Z2E8
780722203RR0001,Vancouver Youngsung Community Church,Registered,Charity,44438,,3,Advancement of Religion,30,1202 - 1148 HEFFLEY CRES,COQUITLAM,BC,CA,V3B8A6
828120337RR0001,Vancouver Zion Mission Choir Society,Registered,Charity,42516,,2,Advancement of Religion,70,10186 155 STREET UNIT 414,SURREY,BC,CA,V3R0R6
119261238RR0001,Vantage Point Strategies Society,Registered,Charity,26755,,1,Relief of Poverty,1,1183 MELVILLE STREET,VANCOUVER,BC,CA,V6E2X5
791839624RR0001,VanCity Harmony A Cappella Chorus Association,Registered,Charity,45422,,3,Other purposes beneficial to the community,190,201 - 510 CHESTERFIELD AVE,NORTH VANCOUVER,BC,CA,V7M2L9
808393656RR0001,Veazey Scholarship Foundation,Registered,Charity,40323,,1,Advancement of Education,15,1203 - 2077 NELSON ST,VANCOUVER,BC,CA,V6G2Y2
823650882RR0001,Veloo Foundation,Registered,Charity,40988,,3,Relief of Poverty,1,1800-510 WEST GEORGIA STREET,VANCOUVER,BC,CA,V6B0M3
780423935RR0001,Veracity Church,Registered,Charity,43670,,1,Advancement of Religion,30,17845 100A AVE,SURREY,BC,CA,V4N5C8
752338897RR0001,Verbo Christian Ministries,Registered,Charity,43772,,1,Advancement of Religion,30,24356 104A AVE,MAPLE RIDGE,BC,CA,V2W0G7
817998503RR0001,Veterans Transition Network,Registered,Charity,41141,,1,Other purposes beneficial to the community,110,622 - 470 GRANVILLE ST,VANCOUVER,BC,CA,V6C1V5
822561056RR0001,Viaduct Foundation,Registered,Charity,40269,,3,Other purposes beneficial to the community,210,2637 TURRET  CRES,COQUITLAM,BC,CA,V3E1R5
838598951RR0001,Victoria Royals Foundation,Registered,Charity,39385,,2,Other purposes beneficial to the community,210,500 - 88 PENDER ST E,VANCOUVER,BC,CA,V6A3X3
832459812RR0001,Victoria Yangmoori Baptist Church,Registered,Charity,39951,,1,Advancement of Religion,30,688 SUNSHINE TERR,LANGFORD,BC,CA,V9B6A3
823047014RR0001,Victory Community Development Society,Registered,Charity,39824,,1,Relief of Poverty,1,UNIT 99  16655 64 AV,SURREY,BC,CA,V3S3V1
714438892RR0001,Vidyalay Educational and Cultural Society (Fiji) of BC,Registered,Charity,43349,,1,Advancement of Education,10,15822 91A AVE,SURREY,BC,CA,V4N2X5
708881115RR0001,Vietnamese Alliance Church,Registered,Charity,39454,,1,Advancement of Religion,30,4722 FRASER STREET,VANCOUVER,BC,CA,V5V4H3
828781369RR0001,Vietnamese Mennonite Church,Registered,Charity,39170,,1,Advancement of Religion,30,7155 SHERBROOKE ST.,VANCOUVER,BC,CA,V5X4E3
801732066RR0001,Villa Carital Foundation,Registered,Charity,40513,,2,Other purposes beneficial to the community,210,3050 PENTICTON ST,VANCOUVER,BC,CA,V5M4W2
806421681RR0001,Village Church BC Society,Registered,Charity,41437,,1,Advancement of Religion,30,200 - 14928 56 AVE,SURREY,BC,CA,V3S2N5
814741195RR0001,Vines Art Festival Society,Registered,Charity,43739,,1,Other purposes beneficial to the community,190,2610 CAMBRIDGE ST,VANCOUVER,BC,CA,V5K1L5
804070324RR0001,Virginia's Arc Private Foundation,Registered,Charity,42286,,3,Other purposes beneficial to the community,210,3147 139 ST,SURREY,BC,CA,V4P2B9
813381415RR0001,Virtual Vancouver Foundation,Registered,Charity,39539,,2,Other purposes beneficial to the community,210,300 - 1208 PENDER ST W,VANCOUVER,BC,CA,V6E2S8
118786276RR0001,Vision and Life Global Christian Church,Registered,Charity,24473,,1,Advancement of Religion,30,19102 60 AVE,SURREY,BC,CA,V3S7W4
833358443RR0001,Viva Voce Charitable Foundation,Registered,Charity,41270,,3,Other purposes beneficial to the community,210,555 QUEENS RD E,NORTH VANCOUVER,BC,CA,V7N1G9
